(3.25281,-7.84313),
(1.80985,-8.60901),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03127,-5.37527),
(5.75348,-7.05908),
(3.25286,-7.84311),
(1.80991,-8.609),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03134,-5.37517),
(5.75357,-7.059),
(3.25291,-7.84309),
(1.80997,-8.60898),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03143,-5.37506),
(5.75368,-7.05891),
(3.25296,-7.84307),
(1.81004,-8.60897),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03152,-5.37494),
(5.7538,-7.05881),
(3.25302,-7.84304),
(1.81012,-8.60895),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03162,-5.3748),
(5.75394,-7.0587),
(3.25308,-7.84302),
(1.8102,-8.60893),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03173,-5.37466),
(5.75408,-7.05858),
(3.25315,-7.84299),
(1.81029,-8.60892),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03185,-5.3745),
(5.75424,-7.05845),
(3.25322,-7.84296),
(1.81038,-8.6089),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03199,-5.37432),
(5.75442,-7.05831),
(3.2533,-7.84293),
(1.81048,-8.60888),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03214,-5.37412),
(5.75461,-7.05815),
(3.25338,-7.84289),
(1.81059,-8.60885),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03231,-5.3739),
(5.75483,-7.05798),
(3.25348,-7.84286),
(1.81071,-8.60883),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.0325,-5.37365),
(5.75506,-7.05778),
(3.25358,-7.84281),
(1.81084,-8.6088),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03271,-5.37337),
(5.75533,-7.05757),
(3.25369,-7.84277),
(1.81098,-8.60877),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03295,-5.37307),
(5.75562,-7.05733),
(3.25381,-7.84272),
(1.81114,-8.60874),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03321,-5.37272),
(5.75594,-7.05707),
(3.25395,-7.84266),
(1.81131,-8.6087),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.0335,-5.37234),
(5.7563,-7.05677),
(3.25409,-7.8426),
(1.8115,-8.60866),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03383,-5.37192),
(5.75671,-7.05644),
(3.25426,-7.84253),
(1.81171,-8.60862),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03419,-5.37144),
(5.75717,-7.05607),
(3.25444,-7.84246),
(1.81194,-8.60857),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03459,-5.37091),
(5.75768,-7.05565),
(3.25464,-7.84237),
(1.8122,-8.60851),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03505,-5.37032),
(5.75825,-7.05519),
(3.25485,-7.84228),
(1.81249,-8.60845),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03555,-5.36966),
(5.75889,-7.05467),
(3.2551,-7.84218),
(1.81281,-8.60838),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03612,-5.36891),
(5.7596,-7.05408),
(3.25537,-7.84207),
(1.81318,-8.60831),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03675,-5.36808),
(5.76041,-7.05342),
(3.25567,-7.84195),
(1.81358,-8.60822),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03746,-5.36715),
(5.76131,-7.05269),
(3.256,-7.84181),
(1.81403,-8.60813),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03826,-5.3661),
(5.76231,-7.05187),
(3.25637,-7.84165),
(1.81453,-8.60802),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.03916,-5.36493),
(5.76344,-7.05095),
(3.25679,-7.84148),
(1.81508,-8.60791),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.04016,-5.36362),
(5.7647,-7.04992),
(3.25726,-7.84129),
(1.81571,-8.60777),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.04128,-5.36214),
(5.76611,-7.04876),
(3.25778,-7.84107),
(1.8164,-8.60763),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.04254,-5.36048),
(5.7677,-7.04746),
(3.25836,-7.84083),
(1.81718,-8.60746),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.04396,-5.35862),
(5.76947,-7.04601),
(3.25901,-7.84056),
(1.81804,-8.60728),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.04555,-5.35653),
(5.77147,-7.04438),
(3.25974,-7.84025),
(1.81902,-8.60708),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.04733,-5.35419),
(5.77371,-7.04254),
(3.26056,-7.83991),
(1.82011,-8.60685),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.04933,-5.35156),
(5.77622,-7.04048),
(3.26147,-7.83953),
(1.82133,-8.60659),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.05157,-5.3486),
(5.77904,-7.03816),
(3.26249,-7.83911),
(1.8227,-8.6063),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.05409,-5.34528),
(5.78221,-7.03556),
(3.26364,-7.83863),
(1.82424,-8.60597),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.05691,-5.34155),
(5.78577,-7.03264),
(3.26493,-7.83809),
(1.82597,-8.6056),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.06008,-5.33737),
(5.78976,-7.02935),
(3.26637,-7.83749),
(1.82791,-8.60519),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.06364,-5.33266),
(5.79425,-7.02565),
(3.26799,-7.83682),
(1.83008,-8.60473),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.06763,-5.32737),
(5.79929,-7.02149),
(3.26981,-7.83606),
(1.83253,-8.60421),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.07211,-5.32142),
(5.80495,-7.01682),
(3.27185,-7.83521),
(1.83527,-8.60362),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.07714,-5.31473),
(5.8113,-7.01156),
(3.27414,-7.83425),
(1.83836,-8.60297),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.08278,-5.3072),
(5.81842,-7.00564),
(3.27672,-7.83317),
(1.84182,-8.60223),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.08911,-5.29874),
(5.82643,-6.99899),
(3.27961,-7.83196),
(1.84571,-8.60139),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.09622,-5.28922),
(5.83541,-6.9915),
(3.28286,-7.8306),
(1.85008,-8.60045),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.10419,-5.27851),
(5.84549,-6.98307),
(3.28652,-7.82907),
(1.85499,-8.5994),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.11313,-5.26646),
(5.85681,-6.97358),
(3.29063,-7.82734),
(1.86051,-8.5982),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.12316,-5.25289),
(5.86952,-6.96289),
(3.29525,-7.82539),
(1.86671,-8.59686),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.1344,-5.23761),
(5.88379,-6.95083),
(3.30045,-7.8232),
(1.87369,-8.59534),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.147,-5.2204),
(5.8998,-6.93725),
(3.3063,-7.82073),
(1.88154,-8.59363),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.16113,-5.20101),
(5.91778,-6.92192),
(3.31289,-7.81794),
(1.89037,-8.59169),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.17695,-5.17916),
(5.93795,-6.90463),
(3.3203,-7.8148),
(1.90031,-8.58949),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.19466,-5.15452),
(5.96058,-6.8851),
(3.32865,-7.81125),
(1.9115,-8.58701),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.21449,-5.12673),
(5.98596,-6.86304),
(3.33805,-7.80723),
(1.92409,-8.5842),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.23667,-5.09537),
(6.01443,-6.83811),
(3.34864,-7.8027),
(1.93828,-8.581),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.26147,-5.05997),
(6.04635,-6.8099),
(3.36059,-7.79756),
(1.95427,-8.57738),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.28918,-5.01997),
(6.08213,-6.77796),
(3.37406,-7.79174),
(1.97229,-8.57325),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.32012,-4.97475),
(6.12221,-6.74178),
(3.38926,-7.78514),
(1.9926,-8.56855),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.35462,-4.92359),
(6.1671,-6.70074),
(3.40643,-7.77764),
(2.01552,-8.56319),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.39306,-4.86568),
(6.21735,-6.65414),
(3.42581,-7.76912),
(2.04137,-8.55707),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.43583,-4.80007),
(6.27357,-6.60117),
(3.44773,-7.75942),
(2.07056,-8.55005),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.48335,-4.72565),
(6.33641,-6.54087),
(3.47252,-7.74836),
(2.10354,-8.542),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.53604,-4.64116),
(6.40659,-6.47214),
(3.50059,-7.73572),
(2.14081,-8.53273),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.59433,-4.54514),
(6.48491,-6.39368),
(3.53238,-7.72125),
(2.18297,-8.52204),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.65867,-4.43588),
(6.57217,-6.30394),
(3.56843,-7.70466),
(2.2307,-8.50968),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.72943,-4.3114),
(6.66927,-6.20112),
(3.60935,-7.68558),
(2.28476,-8.49532),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.80695,-4.16938),
(6.77711,-6.08308),
(3.65583,-7.66358),
(2.34605,-8.4786),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.89147,-4.00711),
(6.89659,-5.94728),
(3.70868,-7.63814),
(2.41561,-8.45904),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.98303,-3.82144),
(7.02858,-5.7907),
(3.76886,-7.60863),
(2.49461,-8.43608),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.08145,-3.60865),
(7.17385,-5.60971),
(3.83744,-7.57427),
(2.58444,-8.409),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.18615,-3.3644),
(7.33301,-5.40001),
(3.9157,-7.53411),
(2.68668,-8.37689),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.296,-3.08361),
(7.5063,-5.15641),
(4.00509,-7.48697),
(2.80316,-8.33864),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.40908,-2.76037),
(7.69349,-4.8727),
(4.10732,-7.43138),
(2.936,-8.2928),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.52236,-2.38781),
(7.89354,-4.54148),
(4.22434,-7.36549),
(3.08763,-8.23754),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.63124,-1.95803),
(8.10422,-4.15389),
(4.35839,-7.28697),
(3.26087,-8.17052),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.72895,-1.46208),
(8.3215,-3.69942),
(4.51204,-7.19284),
(3.45889,-8.08867),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.80568,-0.890073),
(8.53879,-3.16578),
(4.68817,-7.07931),
(3.68531,-7.98806),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.84752,-0.231436),
(8.74572,-2.53879),
(4.88994,-6.94147),
(3.94412,-7.86349),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.835,0.524353),
(8.92657,-1.8026),
(5.12075,-6.77299),
(4.23967,-7.70816),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.74128,1.38645),
(9.05808,-0.940371),
(5.38407,-6.56562),
(4.57644,-7.51311),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.53002,2.36027),
(9.10653,0.0640918),
(5.68305,-6.3086),
(4.95871,-7.26648),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.15323,3.44342),
(9.02424,1.22316),
(6.01998,-5.98793),
(5.38994,-6.95264),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.54955,4.61914),
(8.74552,2.53947),
(6.39524,-5.58537),
(5.87154,-6.551),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(6.64471,5.84637),
(8.18335,3.99574),
(6.80552,-5.07744),
(6.40095,-6.03476),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(5.35644,7.04562),
(7.22905,5.5384),
(7.24097,-4.4344),
(6.96837,-5.36958),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(3.60899,8.0813),
(5.76033,7.05349),
(7.6807,-3.61971),
(7.55149,-4.51282),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(1.36358,8.74488),
(3.66691,8.33588),
(8.08591,-2.59105),
(8.10754,-3.41442),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-1.32785,8.75037),
(0.907987,9.06138),
(8.39007,-1.30467),
(8.56172,-2.02177),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-4.24542,7.76586),
(-2.38522,8.78884),
(8.48651,0.273276),
(8.79232,-0.292651),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-6.92226,5.51494),
(-5.76863,7.0467),
(8.21605,2.14292),
(8.61588,1.77686),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-8.62804,1.97208),
(-8.37602,3.57427),
(7.36368,4.2275),
(7.7827,4.10124),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-8.52222,-2.38829),
(-9.01742,-1.27251),
(5.68411,6.30764),
(6.00726,6.42677),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-6.05366,-6.45642),
(-6.70653,-6.16081),
(2.99033,7.94691),
(3.07555,8.24206),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-1.49191,-8.7239),
(-1.57556,-8.96943),
(-0.658964,8.4653),
(-0.925305,8.74839),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(3.80524,-7.99077),
(4.50553,-7.91412),
(-4.68654,7.08038),
(-5.27178,7.04265),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.79744,-4.18714),
(8.58176,-3.04737),
(-7.79945,3.35621),
(-8.37408,2.69544),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.74818,1.34223),
(8.47469,3.33358),
(-8.23395,-2.07307),
(-8.14475,-3.32469),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(6.13626,6.37797),
(4.27484,8.04107),
(-4.79797,-7.00535),
(-3.44784,-8.09339),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(0.928021,8.80176),
(-1.85209,8.91644),
(1.5829,-8.34206),
(3.86469,-7.90283),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-4.77521,7.45182),
(-7.05886,5.75374),
(7.27808,-4.37321),
(8.63753,-1.66842),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-8.44138,2.65994),
(-9.1067,0.0338851),
(8.0028,2.83737),
(6.21051,6.23058),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-8.09539,-3.57727),
(-7.03958,-5.77731),
(2.72948,8.04024),
(-1.98231,8.57094),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-3.50359,-8.12755),
(-1.54356,-8.97499),
(-4.62547,7.12043),
(-8.35172,2.76393),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(3.14018,-8.27475),
(4.92686,-7.65893),
(-8.43999,0.928484),
(-6.72427,-5.67229),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.06459,-3.64617),
(8.86991,-2.06343),
(-6.24644,-5.7513),
(1.21336,-8.71311),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.27539,3.1385),
(7.68936,4.87922),
(-0.0760836,-8.49057),
(7.97959,-3.70361),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(3.67242,8.05267),
(1.77147,8.9328),
(5.95767,-6.04993),
(7.43623,4.70032),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-2.92002,8.35498),
(-5.29913,7.40624),
(8.48861,-0.197553),
(-0.102035,8.7966),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-7.78538,4.20951),
(-9.02523,1.21587),
(6.20699,5.79386),
(-7.76404,4.13645),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-8.65677,-1.84191),
(-7.12437,-5.67243),
(0.13349,8.48986),
(-6.86972,-5.49522),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-5.68313,-6.78485),
(-1.01279,-9.05027),
(-6.34604,5.64122),
(3.61466,-8.02027),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-0.70848,-8.82215),
(5.46653,-7.28355),
(-8.29974,-1.79157),
(8.07872,3.48207),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(4.20027,-7.79037),
(8.8943,-1.95563),
(-2.66626,-8.06142),
(-5.6987,6.70189),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.69633,-4.3702),
(8.21491,3.93044),
(6.28885,-5.70489),
(-2.1519,-8.52994),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.82286,0.69952),
(4.19759,8.08166),
(7.3112,4.31762),
(7.41915,4.72724),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(6.63881,5.85307),
(-1.80608,8.92587),
(-2.69617,8.05147),
(-8.77427,0.634649),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(1.93454,8.63654),
(-7.10105,5.7016),
(-8.38187,-1.35636),
(7.99566,-3.66879),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-3.18248,8.25857),
(-9.09926,0.369559),
(0.366706,-8.48298),
(-8.23956,3.08225),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-7.37032,4.90007),
(-7.79289,-4.71211),
(8.4752,0.516176),
(8.76804,0.715631),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-8.82621,-0.655912),
(-4.16955,-8.09617),
(-2.69508,8.05183),
(-5.57843,-6.80233),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-6.13505,-6.37914),
(0.539984,-9.09074),
(-6.13179,-5.87338),
(-4.81138,7.36486),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(0.159529,-8.84911),
(5.1893,-7.4836),
(8.05502,-2.68556),
(6.87846,5.48428),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(6.29086,-6.22554),
(8.36326,-3.60403),
(-2.72307,8.04241),
(8.19941,-3.18752),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(8.83075,-0.591714),
(9.06736,0.84617),
(-2.77643,-8.02415),
(4.50405,-7.55673),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(7.57643,4.57492),
(8.08971,4.18207),
(5.81652,6.18576),
(0.944715,-8.74632),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(3.97589,7.90724),
(6.21056,6.66048),
(-6.83465,-5.03817),
(-1.23599,-8.70993),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-0.624814,8.82847),
(3.63675,8.34908),
(6.03473,5.97307),
(-1.41973,-8.68187),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-4.88794,7.37837),
(0.339603,9.10043),
(-2.19636,-8.20192),
(0.675831,-8.77119),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-7.84988,4.08798),
(-3.54445,8.38868),
(-5.18622,6.72299),
(4.75503,-7.40137),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-8.85055,-0.00534415),
(-7.14182,5.65044),
(7.548,3.88886),
(8.48121,-2.33658),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-7.98109,-3.8255),
(-9.04595,1.05067),
(5.7073,-6.28667),
(6.85634,5.51191),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-5.5631,-6.88362),
(-8.0318,-4.29223),
(-1.26675,-8.39588),
(-2.05716,8.55328),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),
(0,0),

(-1.96748,-8.62909),
(-3.64997,-8.34331),
(-4.67293,-7.08938),
(-8.75544,0.85607),
(0,0),
(0,0),
(0,0),
(0,0),
